code,name,theme,source,freq,lastupdate,status
FUNCEX12_MVPAP2N12,"Importações - celulose, papel e produtos de papel - (FOB)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_MVPETCOMB2N12,Importações - derivados do petróleo - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_MVPLAS2N12,Importações - produtos de borracha e material plástico - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_MVVEIC2N12,"Importações - veículos automotores, reboques, carrocerias - (FOB)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_MVVEST2N12,Importações - artigos de vestuário e acessórios - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_TTR12,Termos de troca - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XPAGP2N12,Exportações - agricultura e pecuária - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XPBCDGCE12,Exportações - bens de consumo duráveis - preços - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPCAL2N12,"Exportações - couros, artefatos de couro e calçados - preços - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPCOMBGCE12,Exportações - combustíveis - preços - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPM12,Exportações - produtos manufaturados - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPMAQELET2N12,"Exportações - máquinas, aparelhos e materiais elétricos - preços - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPMAQEQU2N12,Exportações - máquinas e equipamentos - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPMAQINF2N12,"Exportações - equipamentos de informática, eletrônicos e ópticos - preços - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPMOV2N12,Exportações - móveis - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPOUTTRANS2N12,Exportações - outros equipamentos de transporte - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPPAP2N12,"Exportações - celulose, papel e produtos de papel - preços - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPPETCOMB2N12,Exportações - derivados do petróleo - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XPT12,Exportações - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XPVEST2N12,Exportações - artigos de vestuário e acessórios - preços - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQAGP2N12,Exportações - agricultura e pecuária - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQAL2N12,Exportações - produtos alimentícios - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQB12,Exportações - produtos básicos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQBCDGCE12,Exportações - bens de consumo duráveis - quantum - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQBCNDGCE12,Exportações - bens de consumo não duráveis - quantum - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQBEB2N12,Exportações - bebidas - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQBIGCE12,Exportações - bens intermediários - quantum - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQBKGCE12,Exportações - bens de capital - quantum - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQCAL2N12,"Exportações - couros, artefatos de couro e calçados - quantum - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQCOMBGCE12,Exportações - combustíveis - quantum - índice (média 2018 = 100) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQDIV2N12,Exportações - indústrias diversas - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQEMM2N12,Exportações - extração de minerais metálicos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQEMNM2N12,Exportações - extração de minerais não-metálicos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQEPET2N12,Exportações - extração de petróleo e gás natural - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQFARM2N12,Exportações - produtos farmoquímicos farmacêuticos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQFUMO2N12,Exportações - produtos do fumo - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQIXQG2N12,Exportações - impressão e reprodução de gravações - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQM12,Exportações - produtos manufaturados - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMAD2N12,Exportações - produtos de madeira - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMAQELET2N12,"Exportações - máquinas, aparelhos e materiais elétricos - quantum - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMAQEQU2N12,Exportações - máquinas e equipamentos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMAQINF2N12,"Exportações - equipamentos de informática, eletrônicos e ópticos - quantum - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMET2N12,Exportações - produtos de metal - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMETBAS2N12,Exportações - metalurgia - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMNM2N12,Exportações - produtos de minerais não-metálicos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQMOV2N12,Exportações - móveis - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQOUTTRANS2N12,Exportações - outros equipamentos de transporte - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQPAP2N12,"Exportações - celulose, papel e produtos de papel - quantum - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQPES2N12,Exportações - pesca e aqüicultura - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQPETCOMB2N12,Exportações - derivados do petróleo - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQPLAS2N12,Exportações - produtos de borracha e material plástico - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQPRF2N12,Exportações - produção florestal - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQQUIM2N12,Exportações - produtos químicos - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQS12,Exportações - produtos semi-manufaturados - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQT12,Exportações - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XQTEXT2N12,Exportações - produtos têxteis - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQVEIC2N12,"Exportações - veículos automotores, reboques, carrocerias - quantum - índice (média 2018 = 100)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XQVEST2N12,Exportações - artigos de vestuário e acessórios - quantum - índice (média 2018 = 100),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XVAGP2N12,Exportações - agricultura e pecuária - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Active
FUNCEX12_XVAL2N12,Exportações - produtos alimentícios - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVBCDGCE12,Exportações - bens de consumo duráveis - (FOB) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVBCNDGCE12,Exportações - bens de consumo não duráveis - (FOB) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVBEB2N12,Exportações - bebidas - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVBIGCE12,Exportações - bens intermediários - (FOB) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVBKGCE12,Exportações - bens de capital - (FOB) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVCAL2N12,"Exportações - couros, artefatos de couro e calçados - (FOB)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVCOMBGCE12,Exportações - combustíveis - (FOB) (série nova),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVDIV2N12,Exportações - indústrias diversas - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVEMM2N12,Exportações - extração de minerais metálicos - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVEPET2N12,Exportações - extração de petróleo e gás natural - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVFARM2N12,Exportações - produtos farmoquímicos farmacêuticos - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVMAD2N12,Exportações - produtos de madeira - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVMAQEQU2N12,Exportações - máquinas e equipamentos - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVMETBAS2N12,Exportações - metalurgia - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVMOV2N12,Exportações - móveis - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVPAP2N12,"Exportações - celulose, papel e produtos de papel - (FOB)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVPES2N12,Exportações - pesca e aqüicultura - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVPETCOMB2N12,Exportações - derivados do petróleo - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVPLAS2N12,Exportações - produtos de borracha e material plástico - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVPRF2N12,Exportações - produção florestal - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVT12,Exportações - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVTXGCE12,Exportações - total (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVVEIC2N12,"Exportações - veículos automotores, reboques,carrocerias - (FOB)",Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
FUNCEX12_XVVEST2N12,Exportações - artigos de vestuário e acessórios - (FOB),Macroeconomic,Funcex,Monthly,2025-06-13,Inactive
ABATE_ABPEAV,Abate - aves - peso das carcaças,Macroeconomic,IBGE/Coagro,Yearly,2025-06-11,Active
ABATE_ABQUBV,Abate - bovinos - quantidade,Macroeconomic,IBGE/Coagro,Yearly,2025-06-11,Active
ABATE12_ABPEVA12,Abate - vacas - peso das carcaças,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Inactive
ABATE12_ABQUBO12,Abate - bois - quantidade,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Active
ABATE12_ABQUBV12,Abate - bovinos - quantidade,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Active
ABATE12_ABQUFR12,Abate - frangos - quantidade,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Active
ABATE12_ABQUSU12,Abate - suínos - quantidade,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Inactive
ABATE12_ABQUVA12,Abate - vacas - quantidade,Macroeconomic,IBGE/Coagro,Monthly,2025-06-11,Inactive
IPP12_IPPC10ATIV12,IPP - indústrias de transformação - alimentos - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-07-04,Active
IPP12_IPPC12,IPP - indústrias de transformação -  índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-07-04,Active
IPP12_IPPC16ATIV12,IPP - indústrias de transformação - madeira - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC17ATIV12,IPP - indústrias de transformação - papel e celulose - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC19ATIV12,IPP - indústrias de transformação - petróleo e produtos de álcool - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC20CATIV12,IPP - indústrias de transformação - outros produtos químicos - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC22ATIV12,IPP - indústrias de transformação - borracha e plástico - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC23ATIV12,IPP - indústrias de transformação - minerais não-metálicos - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC24ATIV12,IPP - indústrias de transformação - metalurgia - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC25ATIV12,IPP - indústrias de transformação - produtos de metal - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC28ATIV12,IPP - indústrias de transformação - máquinas e equipamentos - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPC29ATIV12,IPP - indústrias de transformação - veículos automotores - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-02-05,Inactive
IPP12_IPPCG12,IPP -  indústrias de transformação,Macroeconomic,IBGE/IPP,Monthly,2025-07-04,Active
IPP12_IPPCIG12,IPP - indústria geral - índice (dez. 2018 = 100),Macroeconomic,IBGE/IPP,Monthly,2025-07-04,Active
LSPA_ACAFE,Área colhida - café - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_ACANA,Área colhida - cana-de-açúcar - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_ALARA,Área colhida - laranja - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_AMILH,Área colhida - milho - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_ASOJA,Área colhida - soja - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_ATRIG,Área colhida - trigo - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QARRO,Produção - arroz - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QCAFE,Produção - café - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QCANA,Produção - cana-de-açúcar - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QLARA,Produção - laranja - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QMILH,Produção - milho - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QSOJA,Produção - soja  - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_QTRIG,Produção - trigo  - quantidade - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VCAFE,Valor da Produção - café - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VCANA,Valor da Produção - cana-de-açúcar - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VLARA,Valor da Produção - laranja - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VMILH,Valor da Produção - milho - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VSOJA,Valor da Produção - soja - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
LSPA_VTRIG,Valor da Produção - trigo - INATIVA,Macroeconomic,IBGE/PAM,Yearly,2024-11-12,Inactive
PAN12_QIIGG12,Produção industrial,Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIBCDNN12,Produção industrial - bens de consumo duráveis - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIBCTNNAS12,Produção industrial - bens de consumo - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Inactive
PIMPFN12_QIBINNAS12,Produção industrial - bens intermediários - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Inactive
PIMPFN12_QIBKNN12,Produção industrial - bens de capital - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIBKNNAS12,Produção industrial - bens de capital - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Inactive
PIMPFN12_QIEMNNAS12,Produção industrial - indústrias extrativas - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Inactive
PIMPFN12_QIIGNN12,Produção industrial - indústria geral - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIIGNN2012,"Produção industrial - veículos automotores, reboques e carrocerias - quantum - índice (média 2022 = 100)",Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIIGNN212,Produção industrial - bebidas - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIIGNN512,Produção industrial - artigos do vestuário e acessórios - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIIGNN812,"Produção industrial - celulose, papel e produtos de papel - quantum - índice (média 2022 = 100)",Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIIGSNNAS12,Produção industrial - indústria geral - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIITNN12,Produção industrial - indústrias de transformação - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_QIITNNAS12,Produção industrial - indústrias de transformação - quantum - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PIMPFN12_YICCNN12,Produção industrial - insumos típicos da construção civil - quantum - índice (média 2022 = 100),Macroeconomic,IBGE/PIM-PF,Monthly,2025-07-02,Active
PAN12_IVVRG12,Valor real das vendas no varejo,Macroeconomic,IBGE/PMC,Monthly,2025-07-09,Active
PMC12_IVVNN12,Vendas nominais - varejo - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_IVVNNAMP12,Vendas nominais - varejo ampliado - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_IVVRN12,Vendas reais - varejo - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_IVVRNAMP12,Vendas reais - varejo ampliado - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_IVVRNSA12,Vendas reais - varejo - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_IVVRNSAAMP12,Vendas reais - varejo ampliado - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNAALIMN12,"Vendas nominais - atacado - produtos alimentícios, bebida e fumo - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNCONSTN12,Vendas nominais - varejo - materiais de construção - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNELETRN12,Vendas nominais - varejo - móveis e eletrodomésticos - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNFARMN12,"Vendas nominais - varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos -índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNJORN12,"Vendas nominais - varejo - livros, jornais, revistas e papelaria - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNSUPTN12,Vendas nominais - varejo - hipermercados e supermercados - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VNVESTN12,"Vendas nominais - varejo - tecidos, vestuário e calçados - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRAALIMN12,"Vendas reais - atacado - produtos alimentícios, bebida e fumo - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRCONSTN12,Vendas reais - varejo - materiais de construção - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRCONSTNSA12,Vendas reais - varejo - materiais de construção - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Inactive
PMC12_VRELETRN12,Vendas reais - varejo - móveis e eletrodomésticos - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRELETRNSA12,Vendas reais - varejo - móveis e eletrodomésticos - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRFARMN12,"Vendas reais - varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRFARMNSA12,"Vendas reais - varejo - artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos - índice dessazonalizado (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRSUPN12,"Vendas reais - varejo - hipermercados, produtos alimentícios, bebidas e fumo - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRSUPNSA12,"Vendas reais - varejo - hipermercados, produtos alimentícios, bebidas e fumo - índice dessazonalizado (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRSUPTN12,Vendas reais - varejo - hipermercados e supermercados - índice (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRSUPTNSA12,Vendas reais - varejo - hipermercados e supermercados - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRVEICN12,"Vendas reais - varejo - veículos, motos, partes e peças - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRVEICNSA12,"Vendas reais - varejo - veículos, motos, partes e peças - índice dessazonalizado (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRVESTN12,"Vendas reais - varejo - tecidos, vestuário e calçados - índice (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PMC12_VRVESTNSA12,"Vendas reais - varejo - tecidos, vestuário e calçados - índice dessazonalizado (média 2022 = 100)",Macroeconomic,IBGE/PMC,Monthly,2025-07-08,Active
PAN12_TD12,Taxa de desemprego - INATIVA,Macroeconomic,IBGE/PME,Monthly,2016-02-02,Inactive
PME12_TDA12,Taxa de desemprego - aberto - referência: 30 dias - RMs - INATIVA,Macroeconomic,IBGE/PME antiga,Monthly,2003-02-18,Inactive
PMS12_RRSSA12,Receita real - serviços - índice dessazonalizado (média 2022 = 100),Macroeconomic,IBGE/PMS,Monthly,2025-07-11,Inactive
PAN12_PO12,Pessoas ocupadas,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-30,Inactive
PAN12_RRPE12,Rendimento real médio do trabalho principal efetivo,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-30,Active
PNADC12_CP12,Pessoas ocupadas - conta própria,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_CPCCNPJ12,Pessoas ocupadas - conta própria com registro no CNPJ,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_CPSCNPJ12,Pessoas ocupadas - conta própria sem registro no CNPJ,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_EMPGDOR12,Pessoas ocupadas - empregador,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_EMPGDORCCNPJ12,Pessoas ocupadas - empregador com registro no CNPJ,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_EMPGDORSCNPJ12,Pessoas ocupadas - empregador sem registro no CNPJ,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_ESP12,Pessoas ocupadas - empregado,Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_ESPC12,Pessoas ocupadas - empregado no setor privado (exclusive trabalhadores domésticos),Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
PNADC12_ESPCC12,Pessoas ocupadas - empregado no setor privado com carteira assinada (exclusive trabalhadores domésticos),Macroeconomic,IBGE/PNAD Contínua,Monthly,2025-06-27,Active
